Combination,Optimized_b,Optimized_Objective,Optimized_Returns,Minimum_Variance
"('WBC', 'BWP', 'CPU', 'VEA', 'CSL', 'WOW')","[0.10354491345, 0.1, 0.30047982283, 0.29597529266, 0.1, 0.1]",7.908563844844769,0.000616567968402637,7.796206498409308e-05
"('WBC', 'BWP', 'CPU', 'WDS', 'SHL', 'TWE')","[0.13411767206, 0.1, 0.37136957344, 0.1788174274, 0.1, 0.11569534708]",5.929750867090875,0.0004763195879751611,8.032708264670192e-05
"('WBC', 'BWP', 'CPU', 'WDS', 'SHL', 'GNC')","[0.13855142102, 0.1, 0.35484249357, 0.15261154736, 0.1, 0.153994558]",6.407644161855526,0.0005221634600487808,8.149070810723246e-05
"('WBC', 'BWP', 'CPU', 'WDS', 'SHL', 'WOW')","[0.1373070186, 0.1, 0.38056830196, 0.18212467782, 0.1, 0.10000001711]",5.726167391920274,0.0004467129709491951,7.801255890275146e-05
"('WBC', 'BWP', 'CPU', 'WDS', 'FPH', 'TWE')","[0.13458338753, 0.1, 0.36709781703, 0.18294873824, 0.1, 0.1153700772]",6.0144340420037565,0.00047675809649330513,7.926898743318322e-05
"('WBC', 'BWP', 'CPU', 'WDS', 'FPH', 'GNC')","[0.13883844547, 0.1, 0.3504168464, 0.15666500499, 0.1, 0.15407972307]",6.508599112203702,0.0005225399544746517,8.028455055633755e-05
"('WBC', 'BWP', 'CPU', 'WDS', 'FPH', 'WOW')","[0.13734936133, 0.1, 0.37640696386, 0.1862436922, 0.1, 0.1]",5.798813256650885,0.0004472474929717816,7.712741783136679e-05
"('WBC', 'BWP', 'CPU', 'WDS', 'CSL', 'TWE')","[0.1433576564, 0.1, 0.35109991248, 0.17208760082, 0.11611797045, 0.11733686981]",6.407338221168837,0.0004930436994837347,7.694984757551831e-05
"('WBC', 'BWP', 'CPU', 'WDS', 'CSL', 'GNC')","[0.1421804804, 0.1, 0.33343056193, 0.14619199222, 0.12877487998, 0.14942209522]",6.914525779024122,0.000533828814253954,7.720396615967142e-05
"('WBC', 'BWP', 'CPU', 'WDS', 'CSL', 'WOW')","[0.14913528204, 0.1, 0.3607342112, 0.17572262277, 0.11440790379, 0.1]",6.188795346303165,0.00046398383604527734,7.497159141357534e-05
"('WBC', 'BWP', 'XRO', 'STO', 'SHL', 'TWE')","[0.24003410807, 0.1, 0.1, 0.19326108741, 0.1, 0.26670483415]",1.5743609671041092,0.00013174562589150999,8.368196915720277e-05
"('WBC', 'BWP', 'XRO', 'STO', 'SHL', 'GNC')","[0.23762169265, 0.1, 0.1, 0.11949761466, 0.1, 0.34288072268]",2.6611899306930082,0.00027585580793218874,0.00010365881997018992
"('WBC', 'BWP', 'XRO', 'STO', 'SHL', 'WOW')","[0.34323792369, 0.1, 0.1, 0.25676211204, 0.1, 0.1]",1.0757588911222127,8.517145563368936e-05,7.917336899241428e-05
"('WBC', 'BWP', 'XRO', 'STO', 'FPH', 'TWE')","[0.23797268212, 0.1, 0.1, 0.19925656871, 0.1, 0.26277077596]",1.6015601504695354,0.00013346013139828615,8.333132624407465e-05
"('WBC', 'BWP', 'XRO', 'STO', 'FPH', 'GNC')","[0.23390880057, 0.1, 0.1, 0.12587956623, 0.1, 0.34021166319]",2.69236774334989,0.00027659506095441033,0.00010273301692816524
"('WBC', 'BWP', 'XRO', 'STO', 'FPH', 'WOW')","[0.33907409195, 0.1, 0.1, 0.26092594757, 0.1, 0.1]",1.1037946970054267,8.712801348189696e-05,7.893498104155923e-05
"('WBC', 'BWP', 'XRO', 'STO', 'CSL', 'TWE')","[0.26367513185, 0.1, 0.1, 0.19030482938, 0.10000001466, 0.24602004229]",2.0520411136299948,0.00016501626281875727,8.041567087652002e-05
"('WBC', 'BWP', 'XRO', 'STO', 'CSL', 'GNC')","[0.25839226839, 0.1, 0.1, 0.12822131989, 0.10000007965, 0.31338635204]",3.088101439700962,0.0002967950808422661,9.610923949150013e-05
"('WBC', 'BWP', 'XRO', 'STO', 'CSL', 'WOW')","[0.36051220853, 0.1, 0.1, 0.23948783138, 0.1, 0.1]",1.558077230582604,0.0001194918112622491,7.669184101841224e-05
"('WBC', 'BWP', 'XRO', 'VEA', 'SHL', 'TWE')","[0.11911075763, 0.1, 0.1, 0.46227703075, 0.1, 0.11861224153]",4.620922750311759,0.0005102089425892554,0.00011041278336774474
"('WBC', 'BWP', 'XRO', 'VEA', 'SHL', 'GNC')","[0.12727682532, 0.1, 0.1, 0.41347084979, 0.1, 0.15925235388]",4.902944875223202,0.0005369751032543076,0.00010952093423849934
"('WBC', 'BWP', 'XRO', 'VEA', 'SHL', 'WOW')","[0.12288045829, 0.1, 0.1, 0.47711958163, 0.1, 0.1]",4.454100978951113,0.00048585015342783594,0.00010907928574673846
"('WBC', 'BWP', 'XRO', 'VEA', 'FPH', 'TWE')","[0.11879691729, 0.1, 0.1, 0.46315642149, 0.1, 0.11804668409]",4.6432578850332815,0.0005126811325783004,0.00011041409830602714
"('WBC', 'BWP', 'XRO', 'VEA', 'FPH', 'GNC')","[0.12627171446, 0.1, 0.1, 0.4135038495, 0.1, 0.16022446595]",4.933941682606986,0.0005392439508856275,0.00010929272893243904
"('WBC', 'BWP', 'XRO', 'VEA', 'FPH', 'WOW')","[0.12184519836, 0.1, 0.1, 0.47815484159, 0.1, 0.1]",4.470198365447679,0.0004885045535788463,0.00010928028549129583
"('WBC', 'BWP', 'XRO', 'VEA', 'CSL', 'TWE')","[0.13721609127, 0.1, 0.1, 0.43720686587, 0.1, 0.12557707276]",5.029994364423621,0.0005242384004894118,0.0001042224627918611
"('WBC', 'BWP', 'XRO', 'VEA', 'CSL', 'GNC')","[0.14921533591, 0.1, 0.1, 0.39204598051, 0.1, 0.15873871345]",5.33006666119516,0.0005533218103903396,0.0001038114240519214
"('WBC', 'BWP', 'XRO', 'VEA', 'CSL', 'WOW')","[0.14712926148, 0.1, 0.1, 0.45287077847, 0.1, 0.1]",4.850711182978477,0.0005000076377525317,0.00010307924320604727
"('WBC', 'BWP', 'XRO', 'WDS', 'SHL', 'TWE')","[0.17235358814, 0.1, 0.1, 0.34739389394, 0.1, 0.18025254791]",2.673789682773215,0.00024537707203527094,9.177126892821634e-05
"('WBC', 'BWP', 'XRO', 'WDS', 'SHL', 'GNC')","[0.17562305827, 0.1, 0.1, 0.26825056516, 0.1, 0.25612640591]",3.3640994021533683,0.0003276035796082534,9.73822531517807e-05
"('WBC', 'BWP', 'XRO', 'WDS', 'SHL', 'WOW')","[0.21216855451, 0.1, 0.1, 0.38783148459, 0.1, 0.1]",2.350947376257896,0.0002181552255102347,9.279460174794799e-05
"('WBC', 'BWP', 'XRO', 'WDS', 'FPH', 'TWE')","[0.17199461712, 0.10000014972, 0.10000002656, 0.349334867, 0.10000006181, 0.1786702778]",2.7120635699329703,0.0002477297492226077,9.13436366201145e-05
"('WBC', 'BWP', 'XRO', 'WDS', 'FPH', 'GNC')","[0.17429565558, 0.1, 0.1, 0.27087327526, 0.1, 0.25483109717]",3.4096322958676164,0.00032970200845132663,9.669723296876227e-05
"('WBC', 'BWP', 'XRO', 'WDS', 'FPH', 'WOW')","[0.21097569431, 0.1, 0.1, 0.38902434517, 0.1, 0.1]",2.3855353525866323,0.00022036031265039056,9.237352630781774e-05
"('WBC', 'BWP', 'XRO', 'WDS', 'CSL', 'TWE')","[0.19740551387, 0.10000001512, 0.1, 0.31999448972, 0.10000037994, 0.18259960512]",3.105235614941665,0.0002704575806688834,8.709728156134272e-05
"('WBC', 'BWP', 'XRO', 'WDS', 'CSL', 'GNC')","[0.2027178118, 0.1, 0.1, 0.25365967106, 0.1, 0.24362254476]",3.798452234756711,0.00035108601339995353,9.242870298260849e-05
"('WBC', 'BWP', 'XRO', 'WDS', 'CSL', 'WOW')","[0.24430537524, 0.1, 0.1, 0.3556946592, 0.1, 0.1]",2.7621219021546364,0.0002412658186610755,8.734799809989282e-05
"('WBC', 'BWP', 'WTC', 'STO', 'SHL', 'TWE')","[0.26258951406, 0.1, 0.20987771645, 0.16755406522, 0.1, 0.15997872339]",3.9015752120342975,0.00040816084923033885,0.0001046143742074684
"('WBC', 'BWP', 'WTC', 'STO', 'SHL', 'GNC')","[0.26617986388, 0.1, 0.18085318106, 0.13185589486, 0.1, 0.22111108018]",4.446199780785454,0.0004703061460790853,0.00010577710612814664
"('WBC', 'BWP', 'WTC', 'STO', 'SHL', 'WOW')","[0.28555150455, 0.1, 0.23199259153, 0.18020748634, 0.1, 0.10224843757]",3.767480749852313,0.00039213763704726106,0.00010408484159146216
"('WBC', 'BWP', 'WTC', 'STO', 'FPH', 'TWE')","[0.2608677976, 0.1, 0.20563590685, 0.17421325011, 0.1, 0.15928306388]",3.926755173669911,0.00040544928368799974,0.00010325300808327971
"('WBC', 'BWP', 'WTC', 'STO', 'FPH', 'GNC')","[0.26426593263, 0.1, 0.17629281318, 0.138416642, 0.1, 0.22102462243]",4.485193213451055,0.00046725013819145546,0.00010417614491838979
"('WBC', 'BWP', 'WTC', 'STO', 'FPH', 'WOW')","[0.28471329376, 0.1, 0.22812068829, 0.18716587912, 0.1, 0.10000015883]",3.785047324961756,0.00039052416956591665,0.00010317550509619123
"('WBC', 'BWP', 'WTC', 'STO', 'CSL', 'TWE')","[0.27287409907, 0.1, 0.19270070046, 0.16955002911, 0.1, 0.16487518293]",4.355364705727473,0.00042465921951761586,9.750256252000496e-05
"('WBC', 'BWP', 'WTC', 'STO', 'CSL', 'GNC')","[0.26781687337, 0.1, 0.16561368292, 0.13508189014, 0.12208170005, 0.2094058633]",4.917235824916509,0.00047930153377791045,9.747377405598574e-05
"('WBC', 'BWP', 'WTC', 'STO', 'CSL', 'WOW')","[0.28528371036, 0.1, 0.21293990946, 0.17891304185, 0.1, 0.12286335589]",4.214229873688959,0.00040035540037798085,9.500084532112307e-05
"('WBC', 'BWP', 'WTC', 'VEA', 'SHL', 'TWE')","[0.17882043704, 0.1, 0.11002086927, 0.3832291348, 0.1, 0.12792957888]",6.067285429518703,0.0006178332361919287,0.00010183025726563506
"('WBC', 'BWP', 'WTC', 'VEA', 'SHL', 'GNC')","[0.1981539233, 0.1, 0.10857668843, 0.35442064779, 0.1, 0.13884876047]",6.278663452762796,0.0006494033566760693,0.00010343019044766811
"('WBC', 'BWP', 'WTC', 'VEA', 'SHL', 'WOW')","[0.17643690817, 0.1, 0.12116725822, 0.3837121934, 0.1, 0.1186836602]",5.999185129937493,0.0005875972726079745,9.79461810031018e-05
"('WBC', 'BWP', 'WTC', 'VEA', 'FPH', 'TWE')","[0.17997785754, 0.10000001026, 0.10631641361, 0.38481367293, 0.1, 0.12889205117]",6.109673581249955,0.0006169139140633397,0.00010097330174178105
"('WBC', 'BWP', 'WTC', 'VEA', 'FPH', 'GNC')","[0.19935892736, 0.1, 0.10468274181, 0.3553371023, 0.1, 0.14062124851]",6.332547234738484,0.0006484925827549295,0.0001024062764502554
"('WBC', 'BWP', 'WTC', 'VEA', 'FPH', 'WOW')","[0.18048498372, 0.1, 0.11804222375, 0.38690328679, 0.1, 0.1145695255]",6.027735305223755,0.000589755909585285,9.784037946626337e-05
"('WBC', 'BWP', 'WTC', 'VEA', 'CSL', 'TWE')","[0.19217895568, 0.1, 0.10588713962, 0.36703836294, 0.10000013978, 0.13489541195]",6.536687534473949,0.0006349387151033593,9.713462847271573e-05
"('WBC', 'BWP', 'WTC', 'VEA', 'CSL', 'GNC')","[0.20466226825, 0.1, 0.10270032287, 0.3365459726, 0.11878060781, 0.13731083845]",6.759062136199546,0.0006587782951454124,9.746593267980034e-05
"('WBC', 'BWP', 'WTC', 'VEA', 'CSL', 'WOW')","[0.18656688669, 0.10000000436, 0.11715037883, 0.36593187223, 0.10000012801, 0.13035072988]",6.466327620096794,0.0005996919659702318,9.274073341202824e-05
"('WBC', 'BWP', 'WTC', 'WDS', 'SHL', 'TWE')","[0.22020743088, 0.1, 0.17516622559, 0.26034293063, 0.1, 0.1442834317]",4.637775497083866,0.00045765022642293507,9.867882279137828e-05
"('WBC', 'BWP', 'WTC', 'WDS', 'SHL', 'GNC')","[0.22960616974, 0.1, 0.15874442871, 0.22624781773, 0.1, 0.18540160349]",5.061173822613138,0.0005063933433395052,0.00010005452511371147
"('WBC', 'BWP', 'WTC', 'WDS', 'SHL', 'WOW')","[0.23365554397, 0.1, 0.19234108687, 0.26752449597, 0.1, 0.10647888511]",4.519405626385076,0.00043836611057486907,9.699640767263985e-05
"('WBC', 'BWP', 'WTC', 'WDS', 'FPH', 'TWE')","[0.22028157301, 0.1, 0.17086089621, 0.26418582959, 0.1, 0.14467172106]",4.679284394321766,0.0004560805109207655,9.746800418333443e-05
"('WBC', 'BWP', 'WTC', 'WDS', 'FPH', 'GNC')","[0.22976667732, 0.1, 0.15424283079, 0.22987609677, 0.1, 0.1861144142]",5.1165306279729705,0.0005048452711905575,9.866945160661793e-05
"('WBC', 'BWP', 'WTC', 'WDS', 'FPH', 'WOW')","[0.23658692661, 0.1, 0.18869431112, 0.27242978145, 0.1, 0.1022890008]",4.550483224152745,0.00043903872027978877,9.648177977000089e-05
"('WBC', 'BWP', 'WTC', 'WDS', 'CSL', 'TWE')","[0.23328786534, 0.1, 0.16396390914, 0.24866908083, 0.1037269886, 0.15035216608]",5.08624419991189,0.0004758491433348687,9.355609456248913e-05
"('WBC', 'BWP', 'WTC', 'WDS', 'CSL', 'GNC')","[0.2324626523, 0.1, 0.14647244807, 0.21489928838, 0.12764311382, 0.17852250742]",5.5309069335424725,0.0005158024254866733,9.325820008985555e-05
"('WBC', 'BWP', 'WTC', 'WDS', 'CSL', 'WOW')","[0.24121872261, 0.1, 0.18088746362, 0.25369808136, 0.10000023702, 0.12419550537]",4.961433523866767,0.0004507308167084137,9.084689224196838e-05
"('WBC', 'GPT', 'CPU', 'STO', 'SHL', 'TWE')","[0.1501764723, 0.1, 0.42746269267, 0.1, 0.1, 0.12236086498]",5.244435366385676,0.00045994774723997545,8.770205276778139e-05
"('WBC', 'GPT', 'CPU', 'STO', 'SHL', 'GNC')","[0.13726877777, 0.1, 0.39234137295, 0.1, 0.1, 0.17038987856]",5.793373615675111,0.0005108108424543875,8.817156916520771e-05
"('WBC', 'GPT', 'CPU', 'STO', 'SHL', 'WOW')","[0.15857882276, 0.1, 0.44142121643, 0.1, 0.1, 0.1]",5.051073936859391,0.00043170910843426483,8.54687763099126e-05
"('WBC', 'GPT', 'CPU', 'STO', 'FPH', 'TWE')","[0.15269056666, 0.1, 0.4243348312, 0.10000024844, 0.1, 0.1229743737]",5.3115447792521495,0.00045967848498453147,8.654327584323838e-05
"('WBC', 'GPT', 'CPU', 'STO', 'FPH', 'GNC')","[0.13979531227, 0.1, 0.38885370486, 0.1, 0.1, 0.17135100294]",5.883140201312972,0.0005107274106377473,8.681204138629325e-05
"('WBC', 'GPT', 'CPU', 'STO', 'FPH', 'WOW')","[0.15975460663, 0.1, 0.43785332719, 0.10239209615, 0.1, 0.1]",5.10768554362509,0.00043120979230161185,8.442371571597736e-05
"('WBC', 'GPT', 'CPU', 'STO', 'CSL', 'TWE')","[0.16027343409, 0.1, 0.40168187801, 0.10000009197, 0.11373605567, 0.12430855026]",5.723649977632446,0.0004759323666637445,8.315189931663345e-05
"('WBC', 'GPT', 'CPU', 'STO', 'CSL', 'GNC')","[0.14398926925, 0.1, 0.36805276055, 0.1, 0.12358165541, 0.16437633457]",6.3015148688688605,0.0005230787925313025,8.300841994604331e-05
"('WBC', 'GPT', 'CPU', 'STO', 'CSL', 'WOW')","[0.16964238923, 0.1, 0.41466585742, 0.10117673422, 0.11451503911, 0.1]",5.518450765504421,0.0004468151023084343,8.096748911876766e-05
"('WBC', 'GPT', 'CPU', 'VEA', 'SHL', 'TWE')","[0.1, 0.1, 0.30579574252, 0.29420429735, 0.1, 0.1]",7.355157001720415,0.000627047167672089,8.525272370466312e-05
"('WBC', 'GPT', 'CPU', 'VEA', 'SHL', 'GNC')","[0.1, 0.1, 0.31383164468, 0.27890961132, 0.1, 0.10725877079]",7.603128795256922,0.0006639440119228435,8.732510388841937e-05
"('WBC', 'GPT', 'CPU', 'VEA', 'SHL', 'WOW')","[0.10000007963, 0.1, 0.30487118199, 0.2951287661, 0.1, 0.1]",7.245760708154719,0.0005915866644175845,8.164590140988029e-05
"('WBC', 'GPT', 'CPU', 'VEA', 'FPH', 'TWE')","[0.1, 0.1, 0.30446572356, 0.29553431633, 0.1, 0.1]",7.444175667092502,0.000629072575932207,8.450533733547775e-05
"('WBC', 'GPT', 'CPU', 'VEA', 'FPH', 'GNC')","[0.10000000935, 0.1, 0.31182455374, 0.27936639094, 0.1, 0.10880906596]",7.705268284570728,0.0006655320172816633,8.63736332989658e-05
"('WBC', 'GPT', 'CPU', 'VEA', 'FPH', 'WOW')","[0.1, 0.1, 0.30349920977, 0.29650083021, 0.1, 0.1]",7.321993515295133,0.0005936205741369178,8.107362740719258e-05
"('WBC', 'GPT', 'CPU', 'VEA', 'CSL', 'TWE')","[0.10000000371, 0.1, 0.30626713493, 0.29373289071, 0.1, 0.1]",7.862924181801653,0.0006620945665866464,8.420462302295008e-05
"('WBC', 'GPT', 'CPU', 'VEA', 'CSL', 'GNC')","[0.10487180754, 0.1, 0.30602838204, 0.27117491589, 0.10724910678, 0.11067579775]",8.116423368713958,0.0006877467398123198,8.473519782905225e-05
"('WBC', 'GPT', 'CPU', 'VEA', 'CSL', 'WOW')","[0.10000032118, 0.1, 0.30537123895, 0.29462846687, 0.1, 0.1]",7.745790625824377,0.0006266281159350906,8.089918075579266e-05
"('WBC', 'GPT', 'CPU', 'WDS', 'SHL', 'TWE')","[0.12612255001, 0.1, 0.38013693927, 0.18179287219, 0.1, 0.11194765851]",5.848695804052519,0.0004909219951919322,8.393700264797082e-05
"('WBC', 'GPT', 'CPU', 'WDS', 'SHL', 'GNC')","[0.12854203876, 0.1, 0.36291087805, 0.15525722253, 0.1, 0.15328988062]",6.3077952825119485,0.0005361421259227468,8.499675431908427e-05
"('WBC', 'GPT', 'CPU', 'WDS', 'SHL', 'WOW')","[0.12774103993, 0.1, 0.38779475089, 0.1844642264, 0.1, 0.10000000244]",5.667132140058447,0.00046036663847889023,8.123449870257345e-05
"('WBC', 'GPT', 'CPU', 'WDS', 'FPH', 'TWE')","[0.12679801203, 0.1, 0.37563735145, 0.18587788463, 0.1, 0.11168677188]",5.938104584871572,0.000491197116676618,8.271951254075824e-05
"('WBC', 'GPT', 'CPU', 'WDS', 'FPH', 'GNC')","[0.12908331168, 0.1, 0.35830748834, 0.15929256627, 0.1, 0.15331665368]",6.413033282136361,0.0005363647527236356,8.363667068712881e-05
"('WBC', 'GPT', 'CPU', 'WDS', 'FPH', 'WOW')","[0.12805229579, 0.10000002659, 0.38340455069, 0.18854300844, 0.10000000941, 0.10000010907]",5.745433231119773,0.00046073392302768684,8.019132839837923e-05
"('WBC', 'GPT', 'CPU', 'WDS', 'CSL', 'TWE')","[0.13530122106, 0.10000001509, 0.35943875855, 0.17496615813, 0.11692520444, 0.11336864272]",6.322122071525301,0.0005071782050313351,8.022277951823401e-05
"('WBC', 'GPT', 'CPU', 'WDS', 'CSL', 'GNC')","[0.13286556256, 0.1, 0.34143185832, 0.14885526364, 0.1281004001, 0.14874692492]",6.809900391222583,0.0005478913236975843,8.045511567302399e-05
"('WBC', 'GPT', 'CPU', 'WDS', 'CSL', 'WOW')","[0.1400166901, 0.10000000846, 0.36781246654, 0.1780515372, 0.11411924844, 0.10000004927]",6.128229438818766,0.0004775808814342563,7.793129911374717e-05
"('WBC', 'GPT', 'XRO', 'STO', 'SHL', 'TWE')","[0.2396068605, 0.1, 0.1, 0.19397471379, 0.1, 0.26641845549]",1.574346102081332,0.00013972992338519427,8.875426007055703e-05
"('WBC', 'GPT', 'XRO', 'STO', 'SHL', 'GNC')","[0.2337075845, 0.1, 0.1, 0.11896796196, 0.1, 0.34732448353]",2.6128941978552778,0.00028600729751929963,0.0001094599612009016
"('WBC', 'GPT', 'XRO', 'STO', 'SHL', 'WOW')","[0.34440362516, 0.1, 0.1, 0.25559641472, 0.1, 0.1]",1.1090745358234357,9.309032548515081e-05,8.393513914376873e-05
"('WBC', 'GPT', 'XRO', 'STO', 'FPH', 'TWE')","[0.2375911105, 0.1, 0.1, 0.19996317622, 0.1, 0.26244573943]",1.6022142188835147,0.000141440860240268,8.827837037848129e-05
"('WBC', 'GPT', 'XRO', 'STO', 'FPH', 'GNC')","[0.23014015875, 0.1, 0.1, 0.12540042816, 0.1, 0.34445944309]",2.645200386086903,0.00028665182340441026,0.00010836677059028406
"('WBC', 'GPT', 'XRO', 'STO', 'FPH', 'WOW')","[0.34015749782, 0.1, 0.1, 0.25984254209, 0.1, 0.1]",1.1372497969411355,9.505079669460084e-05,8.357952399750634e-05
"('WBC', 'GPT', 'XRO', 'STO', 'CSL', 'TWE')","[0.26229712271, 0.1, 0.1, 0.19116460555, 0.10000000554, 0.2465382795]",2.0294062908684327,0.00017307483671327804,8.528348290435972e-05
"('WBC', 'GPT', 'XRO', 'STO', 'CSL', 'GNC')","[0.25442743441, 0.1, 0.1, 0.12767399798, 0.1, 0.31789859718]",3.0222263233320668,0.000306979686310194,0.00010157402307704823
"('WBC', 'GPT', 'XRO', 'STO', 'CSL', 'WOW')","[0.36014493813, 0.1, 0.1, 0.23985507179, 0.10000001965, 0.1]",1.5683933725426227,0.00012748358931652956,8.128291763300285e-05
"('WBC', 'GPT', 'XRO', 'VEA', 'SHL', 'TWE')","[0.11195380216, 0.1, 0.1, 0.47147355912, 0.1, 0.11657266872]",4.491192616216084,0.0005259711304798241,0.00011711168400587654
"('WBC', 'GPT', 'XRO', 'VEA', 'SHL', 'GNC')","[0.11799714385, 0.1, 0.1, 0.42130917386, 0.1, 0.16069371228]",4.761592792451396,0.0005524469297050096,0.00011602145621960988
"('WBC', 'GPT', 'XRO', 'VEA', 'SHL', 'WOW')","[0.11457087232, 0.1, 0.1, 0.48542916766, 0.1, 0.1]",4.3386153950563,0.0005010154523215916,0.00011547818986040597
"('WBC', 'GPT', 'XRO', 'VEA', 'FPH', 'TWE')","[0.111902265, 0.1, 0.1, 0.47202077053, 0.1, 0.11607699447]",4.517207148148395,0.0005281617067422938,0.00011692217988249387
"('WBC', 'GPT', 'XRO', 'VEA', 'FPH', 'GNC')","[0.11730887451, 0.1, 0.1, 0.42106866084, 0.1, 0.16162249464]",4.795955315558821,0.0005544576089817055,0.00011560941929191024
"('WBC', 'GPT', 'XRO', 'VEA', 'FPH', 'WOW')","[0.11387109928, 0.1, 0.1, 0.4861289407, 0.1, 0.1]",4.358779400358879,0.0005033795274364435,0.00011548635092544437
"('WBC', 'GPT', 'XRO', 'VEA', 'CSL', 'TWE')","[0.13041904019, 0.1, 0.1, 0.44594749202, 0.1, 0.12363349378]",4.884547968720672,0.0005396140890087003,0.00011047370042514547
"('WBC', 'GPT', 'XRO', 'VEA', 'CSL', 'GNC')","[0.14043775531, 0.1, 0.1, 0.39945085978, 0.1, 0.16011141443]",5.172888197265068,0.0005683845130874835,0.00010987759476185689
"('WBC', 'GPT', 'XRO', 'VEA', 'CSL', 'WOW')","[0.13924942886, 0.1, 0.1, 0.46075061107, 0.1, 0.1]",4.721408277801901,0.000514801034864356,0.00010903548360448652
"('WBC', 'GPT', 'XRO', 'WDS', 'SHL', 'TWE')","[0.16770795959, 0.1, 0.1, 0.3532340184, 0.1, 0.17905805196]",2.640256195504423,0.00025543787264928276,9.674738121407237e-05
"('WBC', 'GPT', 'XRO', 'WDS', 'SHL', 'GNC')","[0.16818444754, 0.1, 0.1, 0.27365325559, 0.1, 0.25816232678]",3.3000189662972534,0.0003386095805017948,0.0001026083740608702
"('WBC', 'GPT', 'XRO', 'WDS', 'SHL', 'WOW')","[0.20782525523, 0.1, 0.1, 0.39217477882, 0.1, 0.1]",2.339623281370856,0.00022775558694045222,9.73471194076182e-05
"('WBC', 'GPT', 'XRO', 'WDS', 'FPH', 'TWE')","[0.167520331, 0.1, 0.1, 0.35500658265, 0.1, 0.17747311175]",2.6802006204592055,0.00025772737230819287,9.61597316039856e-05
"('WBC', 'GPT', 'XRO', 'WDS', 'FPH', 'GNC')","[0.16710238334, 0.1, 0.1, 0.27617807478, 0.1, 0.25671957177]",3.347346111037021,0.0003405982854817171,0.00010175173829759673
"('WBC', 'GPT', 'XRO', 'WDS', 'FPH', 'WOW')","[0.20679008073, 0.10000004149, 0.10000000732, 0.3932097748, 0.10000002063, 0.10000007503]",2.375805454173186,0.00022990152099727795,9.676782271605944e-05
"('WBC', 'GPT', 'XRO', 'WDS', 'CSL', 'TWE')","[0.192543048, 0.1, 0.1, 0.32604823349, 0.1, 0.18140874847]",3.0557545911170676,0.00028059873184032674,9.182633077146111e-05
"('WBC', 'GPT', 'XRO', 'WDS', 'CSL', 'GNC')","[0.1954090868, 0.1, 0.1, 0.25901053341, 0.1, 0.24558040042]",3.7192607718454487,0.00036203391927174525,9.734028923497847e-05
"('WBC', 'GPT', 'XRO', 'WDS', 'CSL', 'WOW')","[0.23940059105, 0.1, 0.1, 0.36059943769, 0.10000000123, 0.1]",2.7373534824753163,0.0002510763890823996,9.172231160126161e-05
"('WBC', 'GPT', 'WTC', 'STO', 'SHL', 'TWE')","[0.26002838072, 0.1, 0.21053641066, 0.16848453432, 0.1, 0.16095069421]",3.7484485746239917,0.0004169950377467762,0.00011124470015934663
"('WBC', 'GPT', 'WTC', 'STO', 'SHL', 'GNC')","[0.26214141817, 0.1, 0.17968979877, 0.13116912268, 0.1, 0.22699968038]",4.277850504890619,0.0004798693433624619,0.00011217534198865882
"('WBC', 'GPT', 'WTC', 'STO', 'SHL', 'WOW')","[0.28502848242, 0.1, 0.2331158179, 0.18182161478, 0.1, 0.10003410489]",3.6216227428526384,0.0004020448997263286,0.00011101236331690652
"('WBC', 'GPT', 'WTC', 'STO', 'FPH', 'TWE')","[0.25846555992, 0.1, 0.20606307868, 0.17515837082, 0.1, 0.16031301054]",3.7759916789579693,0.00041403092801136466,0.00010964826281757631
"('WBC', 'GPT', 'WTC', 'STO', 'FPH', 'GNC')","[0.26046243676, 0.10000001483, 0.17494757393, 0.1377940189, 0.10000000779, 0.22679594779]",4.318909753325373,0.00047655552766820495,0.00011034162668050147
"('WBC', 'GPT', 'WTC', 'STO', 'FPH', 'WOW')","[0.28283244823, 0.1, 0.22884105742, 0.18832347765, 0.1, 0.10000303668]",3.642151014419143,0.0003993558016617658,0.00010964833695273224
"('WBC', 'GPT', 'WTC', 'STO', 'CSL', 'TWE')","[0.27077092513, 0.1, 0.19269211295, 0.17052272572, 0.1, 0.1660142496]",4.180590867955183,0.00043276553814078475,0.00010351779253454182
"('WBC', 'GPT', 'WTC', 'STO', 'CSL', 'GNC')","[0.26442198251, 0.1, 0.16397836109, 0.13456750125, 0.12203957797, 0.21499258715]",4.7278140903318135,0.00048820391426786263,0.00010326207945998124
"('WBC', 'GPT', 'WTC', 'STO', 'CSL', 'WOW')","[0.28520660777, 0.1, 0.21343335626, 0.18057390259, 0.10000002688, 0.1207861165]",4.046261050363539,0.00040952542849469024,0.00010121082732857688
"('WBC', 'GPT', 'WTC', 'VEA', 'SHL', 'TWE')","[0.17282780418, 0.1, 0.10657420165, 0.39334080767, 0.1, 0.12725720649]",5.8424122756363035,0.0006306595600718387,0.00010794506281280072
"('WBC', 'GPT', 'WTC', 'VEA', 'SHL', 'GNC')","[0.19107046099, 0.1, 0.10460213539, 0.36321220502, 0.1, 0.1411152186]",6.049939376476798,0.0006616783430064626,0.00010936941708526558
"('WBC', 'GPT', 'WTC', 'VEA', 'SHL', 'WOW')","[0.1714742466, 0.1, 0.1177911905, 0.39427616489, 0.1, 0.11645841799]",5.777673263556233,0.0006015569865429714,0.00010411751566801222
